Rank,Company,股票代码,部门,行业,盈利,Founder_is_CEO,FemaleCEO,Growth_in_Jobs,Change_in_Rank,Gained_in_Rank,Dropped_in_Rank,Global500,Worlds_Most_Admired_Companies,Best_Companies_to_Work_For,Number_of_employees,MarketCap_March28_M,Revenues_M,RevenuePercentChange,Profits_M,ProfitsPercentChange,资产,更新市值
346,Thor Industries,THO,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,0,-112,0,1,0,0,0,24900,6257.1,11121.6,-31.8,374.3,-67.1,7260.8,6257
347,Yum China Holdings,YUMC,"Hotels, Restaurants & Leisure",Food Services,1,0,1,1,37,1,0,0,1,0,293500,15598.8,10978,14.7,827,87.1,12031,15599
348,Celanese,CE,Chemicals,Chemicals,1,0,1,0,27,1,0,0,0,0,12410,19173.3,10940,13.1,1960,3.5,26597,19173
349,Qurate Retail,QRTEA,Retailing,Internet Services and Retailing,0,0,0,0,-28,0,1,0,0,0,20386,510.9,10915,-9.8,-145,,11368,511
350,Williams,WMB,Energy,Pipelines,1,0,0,1,-1,0,1,0,0,0,5601,47482,10907,-0.5,3179,55.1,52627,47482
351,Interpublic Group,IPG,Business Services,"Advertising, marketing",1,0,0,0,-1,0,1,0,0,0,57400,12357.8,10889.3,-0.4,1098.4,17.1,19267.3,12358
352,Ovintiv,OVV,Energy,"Mining, Crude-Oil Production",1,0,0,0,-44,0,1,0,0,0,1743,13958.7,10883,-12.7,2085,-42.7,19987,13959
353,Icahn Enterprises,IEP,Financials,Diversified Financials,0,0,0,0,-80,0,1,0,0,0,15038,7297.9,10847,-23.1,-684,,20858,7298
354,Huntington Bancshares,HBAN,Financials,Commercial Banks,1,0,0,1,91,1,0,0,0,0,19955,20308.6,10837,36.3,1951,-12.8,189368,20309
355,Carvana,CVNA,Retailing,"Automotive Retailing, Services",1,1,0,0,-69,0,1,0,0,0,13700,16943.7,10771,-20.8,450,,7071,16944
356,Hess,HES,Energy,"Mining, Crude-Oil Production",1,0,0,1,-20,0,1,0,0,0,1756,46883.7,10645,-8,1382,-34.1,24007,46884
357,Dana,DAN,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,0,8,1,0,0,0,0,41800,1840.9,10555,3.9,38,,7965,1841
358,Alcoa,AA,Materials,Metals,0,0,0,1,-49,0,1,0,0,0,13600,6067.3,10551,-15.3,-651,,14155,6067
359,Equitable Holdings,EQH,Financials,"Insurance: Life, Health (stock)",1,0,0,1,-83,0,1,0,0,0,10700,12532.3,10528,-24.9,1302,-27.1,276814,12532
360,KLA,KLAC,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,1,34,1,0,0,0,0,15105,94470.2,10496.1,13.9,3387.3,2,14072.4,94470
361,Darden Restaurants,DRI,"Hotels, Restaurants & Leisure",Food Services,1,0,0,1,19,1,0,0,0,0,187384,19959.5,10487.8,8.9,981.9,3.1,10241.5,19960
362,Autoliv,ALV,Motor Vehicles & Parts,Motor Vehicles & Parts,1,0,0,1,45,1,0,0,0,0,66434,9809.7,10475,18.5,488,15.4,8332,9810
363,Alaska Air Group,ALK,Transportation,Airlines,1,0,0,1,13,1,0,0,0,0,24610,5408.1,10426,8.1,235,305.2,14613,5408
364,KeyCorp,KEY,Financials,Commercial Banks,1,0,0,1,73,1,0,0,0,0,17692,14663.3,10397,27.9,967,-49.6,188281,14663
365,Las Vegas Sands,LVS,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,326,1,0,0,1,0,38550,38840.4,10372,139.1,1221,-33.4,21778,38840
366,Owens & Mi0r,OMI,Health Care,Wholesalers: Health Care,0,0,0,0,2,1,0,0,0,0,22200,2122.5,10334,3.8,-41.3,-284.5,5093.3,2123
367,Hilton Worldwide Holdings,HLT,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,42,1,0,0,1,1,178000,53788.4,10235,16.7,1141,-9.1,15401,53788
368,Ebay,EBAY,Tech0logy,Internet Services and Retailing,1,0,0,1,3,1,0,0,0,0,12300,27340,10112,3.2,2767,,21620,27340
369,Arthur J. Gallagher,AJG,Financials,Diversified Financials,1,0,0,1,52,1,0,0,0,0,52118,54584.4,10071.9,17.8,969.5,-13,51615.8,54584
370,LPL Financial Holdings,LPLA,Financials,Securities,1,0,0,1,48,1,0,0,0,0,7372,19735.9,10052.8,16.9,1066.3,26.1,10385.5,19736
371,Cincinnati Financial,CINF,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,141,1,0,0,0,0,5426,19456.1,10013.4,52.7,1843.3,,32769.5,19456
372,Toll Brothers,TOL,Engineering & Construction,Homebuilders,1,0,0,0,-12,0,1,0,1,0,4800,13476.5,9994.9,-2.7,1372.1,6.7,12527,13477
373,Motorola Solutions,MSI,Tech0logy,Network and Other Communications Equipment,1,0,0,1,23,1,0,0,0,0,21000,59141.7,9978,9.5,1709,25.4,13336,59142
374,Airbnb,ABNB,Tech0logy,Internet Services and Retailing,1,1,0,1,54,1,0,0,1,0,6907,106739.8,9917,18.1,4792,153.1,20645,106740
375,Intercontinental Exchange,ICE,Financials,Securities,1,1,0,1,4,1,0,0,0,0,13222,78694.7,9903,2.8,2368,63.8,136084,78695
376,News Corp.,NWSA,Media,"Publishing, Printing",1,0,0,0,-17,0,1,0,0,0,25000,15120.1,9879,-4.9,149,-76.1,16921,15120
377,Chipotle Mexican Grill,CMG,"Hotels, Restaurants & Leisure",Food Services,1,0,0,1,39,1,0,0,1,0,116068,79707,9871.6,14.3,1228.7,36.7,8044.4,79707
378,Vertex Pharmaceuticals,VRTX,Health Care,Pharmaceuticals,1,0,1,1,27,1,0,0,0,1,5400,107975.3,9869.2,10.5,3619.6,9,22730.2,107975
379,Biogen,BIIB,Health Care,Pharmaceuticals,1,0,0,0,-15,0,1,0,0,0,7570,31344.1,9835.6,-3.3,1161.1,-61.9,26844.8,31344
380,GXO Logistics,GXO,Transportation,Transportation and Logistics,1,0,0,0,21,1,0,0,0,0,109000,6411.5,9778,8.7,229,16.2,9507,6412
381,SpartanNash,SPTN,Wholesalers,Wholesalers: Food and Grocery,1,0,0,0,-4,0,1,0,0,0,13500,699.6,9729.2,0.9,52.2,51.3,2355.6,700
382,Burlington Stores,BURL,Retailing,Specialty Retailers: Apparel,1,0,0,1,30,1,0,0,0,0,44050,14841.4,9727.5,11.8,339.6,47.6,7706.8,14841
383,NVR,NVR,Engineering & Construction,Homebuilders,1,0,0,0,-30,0,1,0,0,0,6300,25904.2,9687.3,-8.4,1591.6,-7.8,6601.8,25904
384,Owens Corning,OC,Materials,"Building Materials, Glass",1,0,0,0,-12,0,1,0,0,0,18000,14510.2,9677,-0.9,1196,-3.6,11237,14510
385,Westinghouse Air Brake Tech0logies,WAB,Industrials,Industrial Machinery,1,0,0,1,46,1,0,0,0,0,29000,25789.6,9677,15.7,815,28.8,18988,25790
386,Oshkosh,OSK,Industrials,Construction and Farm Machinery,1,0,0,1,46,1,0,0,0,0,17300,8178.1,9657.9,16.6,598,243.9,9129.2,8178
387,Global Payments,GPN,Business Services,Financial Data Services,1,0,0,1,15,1,0,0,0,0,27000,34094.6,9654.4,7.6,986.2,784.6,50570.2,34095
388,Lululemon athletica,LULU,Retailing,Specialty Retailers: Apparel,1,0,0,1,50,1,0,0,0,0,38000,49225.1,9619.3,18.6,1550.2,81.4,7091.9,49225
389,Albemarle,ALB,Chemicals,Chemicals,1,0,0,1,81,1,0,0,0,0,9000,15482.7,9617.2,31.4,1573.5,-41.5,18270.7,15483
390,JetBlue Airways,JBLU,Transportation,Airlines,0,0,1,1,4,1,0,0,0,0,21310,2523.8,9615,5,-310,,13853,2524
391,Seaboard,SEB,"Food, Beverages & Tobacco",Food Production,1,0,0,1,-50,0,1,0,0,0,12847,3130.6,9562,-15,226,-61,7566,3131
392,Constellation Brands,STZ,"Food, Beverages & Tobacco",Beverages,0,0,0,0,15,1,0,0,0,0,9400,49683.2,9452.6,7.2,-71,,24662.3,49683
393,Graphic Packaging Holding,GPK,Materials,"Packaging, Containers",1,0,0,0,-7,0,1,0,1,0,23500,8930.6,9428,-0.1,723,38.5,11175,8931
394,Hertz Global Holdings,HTZ,Retailing,"Automotive Retailing, Services",1,0,0,1,18,1,0,0,0,0,27000,2390.5,9371,7.9,616,-70.1,24605,2391
395,Campbell Soup,CPB,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,23,1,0,0,0,0,14500,13250.7,9357,9.3,858,13.3,12058,13251
396,Expeditors Intl. of Washington,EXPD,Transportation,Transportation and Logistics,1,0,0,0,-175,0,1,0,0,0,18452,17248.7,9300.1,-45.5,752.9,-44.5,4523.8,17249
397,A-Mark Precious Metals,AMRK,Wholesalers,Wholesalers: Diversified,1,0,0,1,37,1,0,0,0,0,421,701.4,9286.6,13.8,156.4,18,1545.6,701
398,Booz Allen Hamilton Holding,BAH,Tech0logy,Information Tech0logy Services,1,0,0,1,30,1,0,0,1,0,31900,19259.5,9258.9,10.7,271.8,-41.8,6550.7,19260
399,Quest Diag0stics,DGX,Health Care,Health Care: Pharmacy and Other Services,1,0,0,0,-32,0,1,0,1,0,44000,14782.7,9252,-6.4,854,-9.7,14022,14783
400,Altice USA,ATUS,Telecommunications,Telecommunications,1,0,0,0,-27,0,1,0,0,0,10600,1190.5,9237.1,-4.3,53.2,-72.7,31923.6,1191
401,PVH,PVH,Apparel,Apparel,1,0,0,0,-3,0,1,0,0,0,23000,8385.6,9217.7,2.1,663.6,231.1,11172.9,8386
402,Eastman Chemical,EMN,Chemicals,Chemicals,1,0,0,0,-49,0,1,0,0,0,14000,11786.2,9210,-12.9,894,12.7,14633,11786
403,Insight Enterprises,NSIT,Tech0logy,Information Tech0logy Services,1,0,1,1,-48,0,1,0,0,0,14437,6046.1,9175.8,-12,281.3,0.2,6286.4,6046
404,Regions Financial,RF,Financials,Commercial Banks,1,0,0,1,55,1,0,0,0,0,20101,19332.9,9153,21.5,2074,-7.6,152194,19333
405,Beacon Roofing Supply,BECN,Wholesalers,Wholesalers: Diversified,1,0,0,1,20,1,0,0,0,0,8063,6217.6,9119.8,8.2,435,-5.1,6207.7,6218
406,Rockwell Automation,ROK,Industrials,"Electronics, Electrical Equip.",1,0,0,1,46,1,0,0,0,0,29000,33384.1,9058,16.7,1387.4,48.8,11304,33384
407,Polaris,PII,Transportation,Transportation Equipment,1,0,0,1,-7,0,1,0,0,0,18500,5654.8,9014.8,0.3,502.8,12.5,5516.3,5655
408,Service0w,0W,Tech0logy,Computer Software,1,0,0,1,67,1,0,0,1,1,22668,156292,8971,23.8,1731,432.6,17387,156292
409,Sanmina,SANM,Tech0logy,Semiconductors and Other Electronic Components,1,1,0,0,38,1,0,0,0,0,36000,3468.2,8935,12.8,310,28.9,4874,3468
410,UGI,UGI,Energy,Utilities: Gas and Electric,0,0,0,1,-46,0,1,0,0,0,10500,5142.4,8928,-11.7,-1502,-240,15401,5142
411,WEC Energy Group,WEC,Energy,Utilities: Gas and Electric,1,0,0,0,-31,0,1,0,0,0,7000,25935.2,8893,-7.3,1331.7,-5.4,43939.7,25935
412,BrightSpring Health Services,BGST,Health Care,Health Care: Pharmacy and Other Services,0,0,0,0,0,0,0,0,0,0,35000,1860.8,8826.2,14.3,-154.6,,5532.7,1861
413,Cintas,CTAS,Business Services,Diversified Outsourcing Services,1,0,0,1,36,1,0,0,1,0,44500,69695.1,8815.8,12.2,1348,9.1,8546.4,69695
414,Commercial Metals,CMC,Materials,Metals,1,0,0,1,-10,0,1,0,0,0,13022,6800.2,8799.5,-1.3,859.8,-29.4,6639.1,6800
415,Continental Resources,CLR,Energy,"Mining, Crude-Oil Production",1,0,0,1,-32,0,1,0,0,0,1457,,8731.7,-7.8,3095.8,-23.1,22387.4,22342
416,Chesapeake Energy,CHK,Energy,"Mining, Crude-Oil Production",1,0,0,0,-90,0,1,0,0,0,1000,11618.5,8721,-25.7,2419,-51,14376,11619
417,CenterPoint Energy,CNP,Energy,Utilities: Gas and Electric,1,0,0,0,-28,0,1,0,0,0,8827,18035.1,8696,-6.7,917,-13.2,39715,18035
418,NGL Energy Partners,NGL,Energy,Pipelines,1,0,0,0,25,1,0,0,0,0,638,763.3,8694.9,9.4,51.4,,5456.1,763
419,DoorDash,DASH,Tech0logy,Internet Services and Retailing,0,1,0,1,88,1,0,0,0,0,19300,55639.5,8635,31.2,-558,,10839,55640
420,0V,0V,Energy,"Oil and Gas Equipment, Services",1,0,0,1,57,1,0,0,0,0,33676,7690.9,8583,18.6,993,540.6,11294,7691
421,Zoetis,ZTS,Health Care,Pharmaceuticals,1,0,1,1,18,1,0,0,0,0,14100,77475.7,8544,5.7,2344,10.9,14286,77476
422,J.M. Smucker,SJM,"Food, Beverages & Tobacco",Food Consumer Products,0,0,0,0,19,1,0,0,0,0,5800,13364.3,8529.2,6.6,-91.3,-114.5,14991.4,13364
423,Microchip Tech0logy,MCHP,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,1,75,1,0,0,0,0,22600,48478.2,8438.7,23.7,2237.7,74.1,16370.3,48478
424,Dover,DOV,Industrials,Industrial Machinery,1,0,0,0,-3,0,1,0,0,0,25000,24341.7,8438.1,-0.8,1056.8,-0.8,11348.5,24342
425,Diamondback Energy,FANG,Energy,"Mining, Crude-Oil Production",1,0,0,1,-49,0,1,0,0,0,1023,35362.8,8412,-12.8,3143,-28.3,29001,35363
426,Avery Dennison,AVY,Materials,"Packaging, Containers",1,0,0,0,-29,0,1,0,1,0,35000,17976.2,8364.3,-7.5,503,-33.6,8209.8,17976
427,PPL,PPL,Energy,Utilities: Gas and Electric,1,0,0,1,19,1,0,0,0,0,6629,20306.2,8312,5.2,740,-2.1,39236,20306
428,ON Semiconductor,ON,Tech0logy,Semiconductors and Other Electronic Components,1,0,0,0,2,1,0,0,0,0,30050,31430,8253,-0.9,2183.7,14.8,13215.2,31430
429,ARKO,ARKO,Retailing,Specialty Retailers: Other,1,0,0,1,7,1,0,0,0,0,13481,662.2,8238.8,1.4,34.4,-52.1,3650.4,662
430,Par Pacific Holdings,PARR,Energy,Petroleum Refining,1,0,0,1,38,1,0,0,0,0,1814,2199.2,8232,12.4,728.6,100.1,3864,2199
431,APA,APA,Energy,"Mining, Crude-Oil Production",1,0,0,0,-114,0,1,0,0,0,2271,10367.4,8192,-32.5,2855,-22.3,15244,10367
432,Equinix,EQIX,Financials,Real estate,1,0,0,1,41,1,0,0,0,0,13151,78093.9,8188.1,12.7,969.2,37.6,32650.7,78094
433,New York Community Bancorp,NYCB,Financials,Commercial Banks,0,0,0,1,0,0,0,0,0,0,8766,2569.3,8178,249.6,-79,-112.2,114057,2569
434,Foot Locker,FL,Retailing,Specialty Retailers: Apparel,0,0,1,0,-26,0,1,0,0,0,30591,2693.1,8168,-6.7,-330,-196.5,6868,2693
435,Ingredion,INGR,"Food, Beverages & Tobacco",Food Production,1,0,0,0,9,1,0,0,1,0,11600,7665.9,8160,2.7,643,30.7,7642,7666
436,Newell Brands,NWL,Household Products,"Home Equipment, Furnishings",0,0,0,0,-52,0,1,0,1,0,24600,3333.7,8133,-14,-388,-297,12163,3334
437,ABM Industries,ABM,Business Services,Diversified Outsourcing Services,1,0,0,0,14,1,0,0,0,0,123000,2824.1,8096.4,3.7,251.3,9.1,4933.7,2824
438,Prologis,PLD,Financials,Real estate,1,1,0,1,112,1,0,0,1,0,2574,120459.8,8023.5,34.3,3059.2,-9.1,93020.8,120460
439,Blackstone,BX,Financials,Diversified Financials,1,1,0,1,-20,0,1,0,0,0,4735,93882.8,8022.8,-5.8,1390.9,-20.4,40287.5,93883
440,Skechers U.S.A.,SKX,Apparel,Apparel,1,1,0,1,23,1,0,0,0,0,13550,9389.7,8000.3,7.5,545.8,46.3,7547.4,9390
441,Masco,MAS,Household Products,"Home Equipment, Furnishings",1,0,0,0,-30,0,1,0,0,0,18000,17335.1,7967,-8.2,908,7.6,5363,17335
442,Rush Enterprises,RUSHB,Retailing,"Automotive Retailing, Services",1,0,0,1,40,1,0,0,0,0,8449,4164.4,7925,11.6,347.1,-11.3,4364.2,4164
443,Franklin Resources,BEN,Financials,Securities,1,0,1,0,-12,0,1,0,0,0,9200,14801.5,7849.4,-5.1,882.8,-31.7,30121.2,14802
444,ODP,ODP,Retailing,Specialty Retailers: Other,1,0,0,0,-23,0,1,0,0,0,20000,1942.6,7831,-7.8,139,-16.3,3886,1943
445,American Financial Group,AFG,Financials,Insurance: Property and Casualty (Stock),1,0,0,1,40,1,0,0,0,0,8500,11418.1,7827,11.2,852,-5.1,29787,11418
446,Packaging Corp. of America,PKG,Materials,"Packaging, Containers",1,0,0,0,-24,0,1,0,1,0,14900,17033.7,7802.4,-8,765.2,-25.7,8681.1,17034
447,Vulcan Materials,VMC,Materials,"Building Materials, Glass",1,0,0,0,22,1,0,0,0,0,10961,36099.6,7781.9,6.4,933.2,62.1,14545.7,36100
448,Interactive Brokers Group,IBKR,Financials,Securities,1,0,0,1,263,1,0,0,0,0,2932,47328.3,7776,90.4,600,57.9,128423,47328
449,Williams-So0ma,WSM,Retailing,Specialty Retailers: Other,1,0,1,0,-37,0,1,0,0,0,15000,20357.6,7750.7,-10.6,949.8,-15.8,5273.5,20358
450,XPO,XPO,Transportation,Transportation and Logistics,1,0,0,0,3,1,0,0,0,0,39450,14169.3,7744,0.3,189,-71.6,7492,14169
451,Weyerhaeuser,WY,Materials,Forest and Paper Products,1,0,0,1,-91,0,1,0,0,0,9318,26200.5,7674,-24.6,839,-55.4,16983,26201
452,Genworth Financial,GNW,Financials,"Insurance: Life, Health (stock)",1,0,0,1,9,1,0,0,0,0,2700,2825.7,7488,-0.3,76,-87.5,90817,2826
453,CMS Energy,CMS,Energy,Utilities: Gas and Electric,1,0,0,0,-37,0,1,0,0,0,8356,18018.6,7462,-13.2,887,6,33517,18019
454,Science Applications International,SAIC,Tech0logy,Information Tech0logy Services,1,0,1,0,0,0,0,0,1,0,24000,6734.4,7444,-3.4,477,59,5314,6734
455,Jefferies Financial Group,JEF,Financials,Diversified Financials,1,0,0,1,22,1,0,0,0,0,7564,9347.9,7441.4,4.1,277.7,-64.6,57905.2,9348
456,Bath & Body Works,BBWI,Retailing,Specialty Retailers: Other,1,0,1,1,1,1,0,0,0,0,33069,11249.3,7429,-1.7,878,9.8,5463,11249
457,Electronic Arts,EA,Media,Entertainment,1,0,0,1,30,1,0,0,1,0,13400,35469.4,7426,6.2,802,1.6,13459,35469
458,Taylor Morrison Home,TMHC,Engineering & Construction,Homebuilders,1,0,1,0,-26,0,1,0,0,0,2800,6616.7,7417.8,-9.8,768.9,-27,8672.1,6617
459,Zimmer Biomet Holdings,ZBH,Health Care,Medical Products and Equipment,1,0,0,0,25,1,0,0,0,0,18000,27116.8,7394.2,4.3,1024,342.5,21496.9,27117
460,Clorox,CLX,Household Products,Household and Personal Products,1,0,1,0,20,1,0,0,0,0,8700,19001.9,7389,4,149,-67.7,5945,19002
461,Xylem,XYL,Industrials,Industrial Machinery,1,0,0,1,117,1,0,0,0,0,23000,31246.4,7364,33.4,609,71.5,16112,31246
462,Voya Financial,VOYA,Financials,Diversified Financials,1,0,1,1,92,1,0,0,0,0,9000,7510.9,7348,24.1,625,22.5,157085,7511
463,Fastenal,FAST,Wholesalers,Wholesalers: Diversified,1,0,0,1,26,1,0,0,1,0,20721,44157,7346.7,5.2,1155,6.3,4462.9,44157
464,Watsco,WSO,Wholesalers,Wholesalers: Diversified,1,0,0,1,6,1,0,0,0,0,7388,17061.3,7283.8,0.1,536.3,-10.8,3729.2,17061
465,Workday,WDAY,Tech0logy,Computer Software,1,0,0,1,72,1,0,0,1,0,18800,72006,7259,16.8,1381,,16452,72006
466,Old Republic International,ORI,Financials,Insurance: Property and Casualty (Stock),1,0,0,0,-29,0,1,0,0,0,9200,8463.5,7258.3,-10.2,598.6,-12.8,26501.4,8464
467,RPM International,RPM,Chemicals,Chemicals,1,0,0,1,34,1,0,0,0,0,17274,15329.3,7256.4,8.2,478.7,-2.6,6782,15329
468,UFP Industries,UFPI,Materials,"Building Materials, Glass",1,0,0,1,-90,0,1,0,0,0,15800,7568.8,7218.4,-25,514.3,-25.7,4017.8,7569
469,Ameren,AEE,Energy,Utilities: Gas and Electric,1,0,0,1,-14,0,1,0,0,0,9372,19711.1,7213,-5.9,1152,7.3,40830,19711
470,Knight-Swift Transportation Hldgs.,KNX,Transportation,"Trucking, Truck Leasing",1,0,0,1,-5,0,1,0,0,0,34550,8885.4,7141.8,-3.9,217.1,-71.8,12870.8,8885
471,Monster Beverage,MNST,"Food, Beverages & Tobacco",Beverages,1,0,0,1,60,1,0,0,0,0,5629,61688.9,7140,13.1,1631,36.9,9686.5,61689
472,Intuitive Surgical,ISRG,Health Care,Medical Products and Equipment,1,0,0,1,63,1,0,0,0,0,13676,141456.9,7124.1,14.5,1798,36,15441.5,141457
473,Super Micro Computer,SMCI,Tech0logy,"Computers, Office Equipment",1,1,0,1,138,1,0,0,0,0,5126,59137.7,7123.5,37.1,640,124.4,3674.7,59138
474,Concentrix,CNXC,Tech0logy,Information Tech0logy Services,1,0,0,1,54,1,0,0,0,0,440000,4342.2,7114.7,12.5,313.8,-27.9,12491.8,4342
475,O-I Glass,OI,Materials,"Packaging, Containers",0,0,0,0,19,1,0,0,0,0,23000,2549.4,7105,3.6,-103,-117.6,9669,2549
476,Yum Brands,YUM,"Hotels, Restaurants & Leisure",Food Services,1,0,0,0,20,1,0,0,1,0,25438,39007.3,7076,3.4,1597,20.5,6231,39007
477,Domtar,,Materials,Forest and Paper Products,1,0,0,1,166,1,0,0,0,0,13000,,7059,49.2,288,-15,7531,1856
478,CommScope Holding,COMM,Tech0logy,Network and Other Communications Equipment,0,0,0,0,-88,0,1,0,0,0,20000,278,6999.4,-24.2,-1450.9,,9371.9,278
479,Post Holdings,POST,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,1,41,1,0,0,0,0,11430,6449.2,6991,9.4,301.3,-60.2,11646.7,6449
480,Crown Castle,CCI,Financials,Real estate,1,0,0,0,8,1,0,0,0,0,4700,45953,6981,-0.1,1502,-10.3,38527,45953
481,Avantor,AVTR,Tech0logy,"Scientific,Photographic and  Control Equipment",1,0,0,0,-21,0,1,0,0,0,14500,17366.5,6967.2,-7.3,321.1,-53.2,12972.7,17367
482,KBR,KBR,Tech0logy,Information Tech0logy Services,0,0,0,1,25,1,0,0,0,0,34000,8598.7,6956,6,-265,-239.5,5565,8599
483,Opendoor Tech0logies,OPEN,Tech0logy,Internet Services and Retailing,0,0,1,0,-242,0,1,0,0,0,1982,2059.3,6946,-55.4,-275,,3567,2059
484,APi Group,APG,Engineering & Construction,Engineering & Construction,1,0,0,1,24,1,0,0,0,0,29000,9587.9,6928,5.6,153,109.6,7590,9588
485,EQT,EQT,Energy,Energy,1,0,0,1,-23,0,1,0,0,0,881,16337.5,6908.9,-7.9,1735.2,-2,25285.1,16338
486,EnLink Midstream,ENLC,Energy,Pipelines,1,0,0,0,-105,0,1,0,0,0,1072,6181.3,6900.1,-27.7,206.2,-42.9,8328.6,6181
487,Palo Alto Networks,PANW,Tech0logy,Network and Other Communications Equipment,1,0,0,1,92,1,0,0,0,0,13948,91802.4,6892.7,25.3,439.7,,14501.1,91802
488,Xerox Holdings,XRX,Tech0logy,"Computers, Office Equipment",1,0,0,0,-8,0,1,0,0,0,20100,2222.9,6886,-3.1,1,,10008,2223
489,Ingersoll Rand,IR,Industrials,Industrial Machinery,1,0,0,1,64,1,0,0,0,0,18000,38306.2,6876.1,16.1,778.7,28.8,15563.5,38306
490,Dillard's,DDS,Retailing,General Merchandisers,1,0,0,1,-4,0,1,0,0,0,24900,7654.8,6874.4,-1.7,738.8,-17.1,3448.9,7655
491,Martin Marietta Materials,MLM,Materials,"Building Materials, Glass",1,0,0,0,23,1,0,0,0,0,9400,37955.3,6871.4,6.2,1168.9,34.9,15124.9,37955
492,Vertiv Holdings,VRT,Industrials,"Electronics, Electrical Equip.",1,0,0,0,80,1,0,0,0,0,27000,31195.5,6863.2,20.6,460.2,500.8,7998.5,31196
493,Moderna,MRNA,Health Care,Pharmaceuticals,0,0,0,1,-307,0,1,0,1,0,5600,40799.7,6848,-64.5,-4714,-156.4,18426,40800
494,Boise Cascade,BCC,Wholesalers,Wholesalers: Diversified,1,0,0,1,-68,0,1,0,0,0,7300,6067.9,6838.2,-18.5,483.7,-43.6,3458.6,6068
495,Sprouts Farmers Market,SFM,Food & Drug Stores,Food & Drug Stores,1,0,0,1,21,1,0,0,0,0,32000,6526.1,6837.4,6.8,258.9,-0.9,3327.4,6526
496,Agilent Tech0logies,A,Tech0logy,"Scientific,Photographic and  Control Equipment",1,0,0,0,-1,0,1,0,0,0,18100,42642.5,6833,-0.2,1240,-1.1,10763,42643
497,Olin,OLN,Chemicals,Chemicals,1,0,0,0,-111,0,1,0,0,0,7326,7034.9,6833,-27.1,460.2,-65.3,7713.2,7035
498,Darling Ingredients,DAR,"Food, Beverages & Tobacco",Food Production,1,0,0,1,12,1,0,0,0,0,15800,7431.3,6788.1,3.9,647.7,-12.2,11061.1,7431
499,So0co Products,SON,Materials,"Packaging, Containers",1,0,0,1,-26,0,1,0,0,0,23000,5665.8,6781.3,-6.5,475,1.8,7192,5666
500,CACI International,CACI,Tech0logy,Information Tech0logy Services,1,0,0,1,39,1,0,0,1,0,23000,8442.3,6702.5,8.1,384.7,4.9,6600.8,8442
501,Core & Main,CNM,Wholesalers,Wholesalers: Diversified,1,0,0,1,2,1,0,0,0,0,5000,11528.5,6702,0.8,371,1.4,5069,11529
502,Marathon Oil,MRO,Energy,"Mining, Crude-Oil Production",1,0,0,1,-63,0,1,0,0,0,1681,16195.7,6697,-16.7,1554,-57,19575,16196
503,Hyatt Hotels,H,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,54,1,0,0,1,1,51000,16425.1,6667,13.2,220,-51.6,12833,16425
504,Select Medical Holdings,SEM,Health Care,Health Care: Medical Facilities,1,0,0,1,23,1,0,0,1,0,46500,3870.1,6664.1,5.2,243.5,53.1,7689.6,3870
505,McCormick,MKC,"Food, Beverages & Tobacco",Food Consumer Products,1,0,0,0,18,1,0,0,0,0,13800,20616.8,6662.2,4.9,680.6,-0.2,12862.3,20617
506,Tapestry,TPR,Apparel,Apparel,1,0,1,1,-4,0,1,0,1,0,15550,10890.3,6660.9,-0.4,936,9.3,7116.8,10890
507,Coca-Cola Consolidated,COKE,"Food, Beverages & Tobacco",Beverages,1,0,0,0,33,1,0,0,1,0,16000,7934,6653.9,7.3,408.4,-5.1,4288.9,7934
508,Howmet Aerospace,HWM,Aerospace & Defense,Aerospace & Defense,1,0,0,1,66,1,0,0,0,0,23200,28077.1,6640,17.3,765,63.1,10428,28077
509,Welltower,WELL,Financials,Real estate,1,0,0,1,49,1,0,0,1,0,533,53156,6638,13.3,340.1,140.8,44012.2,53156
510,CF Industries Holdings,CF,Chemicals,Chemicals,1,0,0,1,-170,0,1,0,0,0,2694,15620.7,6631.5,-40.7,1525.2,-54.4,14376.2,15621
511,Ametek,AME,Tech0logy,"Scientific,Photographic and  Control Equipment",1,0,0,1,34,1,0,0,0,0,21500,42288.6,6597,7.3,1313.2,13.3,15023.5,42289
512,TransDigm Group,TDG,Aerospace & Defense,Aerospace & Defense,1,0,0,1,76,1,0,0,0,0,15500,68484.7,6585,21.3,1298,49.9,19970,68485
513,Wynn Resorts,WYNN,"Hotels, Restaurants & Leisure","Hotels, Casi0s, Resorts",1,0,0,1,240,1,0,0,1,0,27800,11456.6,6531.9,73.9,730,,13996.2,11457
514,Southwestern Energy,SWN,Energy,"Mining, Crude-Oil Production",1,0,0,1,-264,0,1,0,0,0,1165,8349.1,6522,-56.5,1557,-15.8,11991,8349
